v001,birthsw,anc4plus,
1374,5,3,0.6
1375,6,3,0.5
1376,6,5,0.833333333
1377,8,6,0.75
1378,4,4,1
1379,1,0,0
1380,4,3,0.75
1381,5,2,0.4
1382,4,4,1
1383,6,4,0.666666667
1384,2,2,1
1385,3,1,0.333333333
1386,2,2,1
1387,9,6,0.666666667
1388,5,4,0.8
1389,1,1,1
1390,5,3,0.6
1391,6,4,0.666666667
1392,4,3,0.75
1393,5,4,0.8
1394,3,0,0
1395,6,4,0.666666667
1396,6,4,0.666666667
1397,4,2,0.5
1398,4,2,0.5
1399,10,5,0.5
1400,3,2,0.666666667
1401,7,3,0.428571429
1402,4,2,0.5
1403,6,5,0.833333333
1404,3,1,0.333333333
1405,2,2,1
1406,7,6,0.857142857
1407,3,3,1
1408,5,4,0.8
1409,8,6,0.75
1410,4,3,0.75
1411,5,5,1
1412,10,9,0.9
1413,5,3,0.6
1414,10,8,0.8
1415,9,4,0.444444444
1416,6,4,0.666666667
1417,5,5,1
1418,5,3,0.6
1419,5,3,0.6
1420,7,6,0.857142857
1421,5,3,0.6
1422,4,2,0.5
1423,6,4,0.666666667
1424,3,2,0.666666667
1425,4,4,1
1426,3,2,0.666666667
1427,5,2,0.4
1428,6,5,0.833333333
1429,5,3,0.6
1430,3,3,1
1431,7,5,0.714285714
1432,5,2,0.4
1433,4,2,0.5
1434,2,1,0.5
1435,5,5,1
1436,3,2,0.666666667
1437,3,3,1
1438,4,4,1
1439,4,2,0.5
1440,1,1,1
1441,3,2,0.666666667
1442,3,3,1
1443,4,3,0.75
1444,5,2,0.4
1445,2,1,0.5
1446,3,2,0.666666667
1447,3,0,0
1448,4,2,0.5
1449,4,2,0.5
1450,8,4,0.5
1451,5,4,0.8
1452,6,3,0.5
1453,3,2,0.666666667
1454,2,1,0.5
1455,1,1,1
1456,3,2,0.666666667
1457,5,4,0.8
1458,11,9,0.818181818
1459,5,3,0.6
1460,4,3,0.75
1461,6,5,0.833333333
1462,4,2,0.5
1463,4,3,0.75
1464,6,6,1
1465,4,2,0.5
1466,5,3,0.6
1467,4,3,0.75
1468,6,3,0.5
1469,4,4,1
1470,2,2,1
1471,7,3,0.428571429
1472,4,3,0.75
1473,3,2,0.666666667
1474,5,4,0.8
1475,0,0,.
1476,8,6,0.75
1477,4,2,0.5
1478,6,4,0.666666667
1479,7,6,0.857142857
1481,4,4,1
1482,4,1,0.25
1483,8,5,0.625
1484,8,2,0.25
1485,4,2,0.5
1486,6,3,0.5
1487,6,2,0.333333333
1488,1,1,1
1489,8,3,0.375
1490,4,1,0.25
1491,6,6,1
1492,6,6,1
1493,2,2,1
1494,0,0,.
1495,7,5,0.714285714
1496,3,1,0.333333333
1497,7,2,0.285714286
1498,3,1,0.333333333
1499,2,0,0
1500,8,5,0.625
1501,4,3,0.75
1502,2,2,1
1503,4,2,0.5
1504,6,6,1
1505,5,5,1
1506,2,2,1
1507,5,5,1
1508,6,4,0.666666667
1509,2,1,0.5
1510,7,5,0.714285714
1511,7,3,0.428571429
1512,10,8,0.8
1513,4,4,1
1514,7,4,0.571428571
1515,5,4,0.8
1516,3,2,0.666666667
1517,3,1,0.333333333
1518,5,4,0.8
1519,1,1,1
1520,5,2,0.4
1521,5,3,0.6
1522,4,3,0.75
1523,1,0,0
1524,4,2,0.5
1525,3,3,1
1526,13,6,0.461538462
1527,4,3,0.75
1528,4,3,0.75
1529,4,0,0
1530,4,3,0.75
1531,7,4,0.571428571
1532,8,7,0.875
1533,5,1,0.2
1534,5,5,1
1535,7,4,0.571428571
1536,7,3,0.428571429
1537,10,7,0.7
1538,9,2,0.222222222
1539,11,5,0.454545455
1540,3,1,0.333333333
1541,5,4,0.8
1542,2,1,0.5
1543,7,4,0.571428571
1544,6,4,0.666666667
1545,7,4,0.571428571
1546,3,2,0.666666667
1547,6,4,0.666666667
1548,8,8,1
1549,8,6,0.75
1550,5,4,0.8
1551,4,2,0.5
1552,6,5,0.833333333
1553,9,5,0.555555556
1554,5,0,0
1555,3,2,0.666666667
1556,5,3,0.6
1557,4,3,0.75
1558,5,2,0.4
1559,8,3,0.375
1560,5,4,0.8
1561,4,4,1
1562,2,1,0.5
1563,4,1,0.25
1564,5,3,0.6
1565,2,2,1
1566,3,1,0.333333333
1567,5,2,0.4
1568,6,2,0.333333333
1569,4,4,1
1570,3,1,0.333333333
1571,1,0,0
1572,2,1,0.5
1573,2,2,1
1574,4,2,0.5
1575,4,2,0.5
1576,1,0,0
1577,3,2,0.666666667
1578,2,2,1
1579,4,1,0.25
1580,4,4,1
1581,4,4,1
1582,6,6,1
1583,4,1,0.25
1584,4,3,0.75
1585,3,2,0.666666667
1586,5,5,1
1588,2,0,0
1589,5,4,0.8
1590,4,3,0.75
1591,3,2,0.666666667
1592,5,1,0.2
1593,5,5,1
1594,6,4,0.666666667
1595,1,1,1
1596,6,4,0.666666667
1597,6,4,0.666666667
1598,5,3,0.6
1599,3,3,1
1600,3,1,0.333333333
1601,2,2,1
1602,1,0,0
1603,2,0,0
1604,1,1,1
1605,4,2,0.5
1606,1,0,0
1607,1,1,1
1608,4,2,0.5
1609,1,1,1
1610,4,3,0.75
1611,5,4,0.8
1612,4,3,0.75
1613,3,3,1
1614,2,0,0
1615,6,4,0.666666667
1616,1,1,1
1617,2,1,0.5
1618,3,2,0.666666667
1619,3,2,0.666666667
1620,6,4,0.666666667
1621,1,1,1
1622,2,1,0.5
1623,5,3,0.6
1624,1,0,0
1625,4,3,0.75
1626,0,0,.
1627,4,3,0.75
1628,9,6,0.666666667
1629,2,2,1
1630,2,2,1
1631,7,4,0.571428571
1632,3,3,1
1633,1,1,1
1634,5,4,0.8
1635,6,6,1
1636,6,5,0.833333333
1637,1,1,1
1638,3,3,1
1639,3,2,0.666666667
1640,3,2,0.666666667
1641,7,7,1
1642,2,1,0.5
1643,4,4,1
1644,2,2,1
1645,0,0,.
1646,3,1,0.333333333
1647,0,0,.
1648,3,2,0.666666667
1649,4,1,0.25
1650,5,2,0.4
1651,4,4,1
1652,2,1,0.5
1653,3,3,1
1654,2,2,1
1655,1,0,0
1656,4,3,0.75
1657,1,1,1
1658,6,4,0.666666667
1659,1,0,0
1660,3,2,0.666666667
1661,4,3,0.75
1662,6,6,1
1663,0,0,.
1664,5,5,1
1665,1,1,1
1666,3,1,0.333333333
1667,6,4,0.666666667
1668,3,3,1
1669,1,1,1
1671,4,4,1
1672,1,1,1
1673,5,4,0.8
1674,3,2,0.666666667
1675,2,1,0.5
1676,4,4,1
1677,6,2,0.333333333
1678,3,2,0.666666667
1679,1,1,1
1680,3,3,1
1681,0,0,.
1682,3,3,1
1683,6,2,0.333333333
1684,5,5,1
1685,1,0,0
1687,0,0,.
1688,3,2,0.666666667
1689,5,5,1
1690,7,7,1
1691,2,2,1
1692,2,1,0.5
,7776,4757,0.642542391
